=========================================
Tokens with their respective log-ratios: 
=========================================
     0,7	1876
       0	1880
    0,48	1880s
     0,3	1881
   -0,18	1890s
    0,12	1890's
     0,3	1892
   -0,18	1896
       0	1897
     0,3	1898
       0	1899
       0	18s
    0,67	18th
    0,02	19
     0,3	1900
   -0,54	1900s
       0	1900's
    0,48	1901
    -0,3	1902
    -0,3	1903
    0,48	1905
       0	1907
     0,3	1909
     0,3	1910
    0,48	1910s
     0,3	1911
    1,18	1912
     0,9	1913
       0	1914
    0,22	1915
   -0,08	1916
    0,95	1917
     0,6	1918
       0	1919
    0,38	1920
    0,51	1920s
    0,45	1920's
    0,22	1921
    0,64	1922
     0,4	1924
    0,24	1925
    0,95	1926
    0,64	1927
     0,6	1928
    0,14	1929
    0,13	1930
    0,23	1930s
    0,48	1930's
     0,2	1931
    0,06	1932
    -0,3	1932's
    0,22	1933
     0,6	1934
    0,39	1935
    0,52	1936
    0,35	1937
       0	1937's
    0,54	1938
    0,52	1939
       0	1939's
     0,5	1940
    0,15	1940s
    0,57	1940's
    0,24	1941
    0,32	1942
     0,4	1943
    0,09	1944
    0,67	1945
    0,33	1946
    0,43	1947
    0,19	1948
    0,23	1949
   -0,48	1949's
    0,49	1950
    0,23	1950s
    0,28	1950's
    0,49	1951
     0,3	1952
    0,72	1953
    -0,3	1953's
    0,11	1954
    0,36	1955
    0,44	1956
    0,13	1957
       0	1957's
    0,51	1958
     0,4	1959
    0,43	1960
   -0,06	1960s
   -0,11	1960's
    0,34	1961
    0,37	1962
       0	1962's
       0	1963
    0,34	1964
    0,22	1965
    -0,3	1965's
    0,21	1966
    0,19	1967
     0,3	1967's
   -0,05	1968
    0,17	1969
   -0,11	1970
   -0,05	1970s
   -0,03	1970's
    0,16	1971
    0,22	1972
   -0,01	1973
    0,08	1974
    0,08	1975
    0,11	1976
   -0,01	1977
    0,08	1978
     0,3	1978's
    0,01	1979
    0,25	1980
   -0,12	1980s
   -0,06	1980's
   -0,01	1981
    0,12	1982
    0,27	1983
     0,6	1983's
    0,22	1984
       0	1984ish
   -0,01	1985
    0,37	1986
       0	1986's
    0,19	1987
    0,14	1988
       0	1988's
    0,05	1989
       0	1989's
    0,14	1990
   -0,09	1990s
    0,06	1990's
    0,15	1991
       0	1991's
    0,04	1992
   -0,13	1993
    0,25	1994
     0,3	1994's
     0,3	1995
    0,33	1996
    0,04	1997
    0,03	1998
       0	1998's
   -0,02	1999
    -0,3	1999's
    0,27	19th
    -0,3	1h
       0	1h30
   -0,18	1hr
   -0,48	1s
   -0,11	1st
   -0,32	2
     0,3	2%
    -0,7	2,000
       0	2+
   -0,11	20
   -0,12	20%
   -0,78	20,000
    -0,6	20+
   -0,04	200
    0,18	200,000
   -0,07	2000
    0,15	2000's
    0,22	2001
     0,3	2001's
    0,13	2002
    0,48	2002's
       0	2003
       0	2003's
    0,13	2004
    -0,3	2004's
    0,31	2005
     0,3	2005's
    0,17	2006
    0,11	2007
     0,3	2007's
    0,03	2008
    0,14	2009
    0,48	2010
    -0,3	2012
       0	2019
       0	2020
    1,08	2022
       0	2030
     0,9	2036
       0	2050
    0,15	20s
    0,06	20's
    0,31	20th
     0,3	21
       0	210
    0,14	21st
    0,02	22
    0,28	23
       0	23rd
    0,04	24
       0	241
    0,01	25
    0,28	250
     0,1	25th
    0,18	26
    -0,3	26th
    0,23	27
   -0,09	28
     0,3	28th
       0	29
   -0,48	29th
   -0,48	2am
     0,2	2d
       0	2hours
    0,03	2nd
    -0,7	2pac
     0,3	2's
    -0,3	3
    0,12	3,000
     0,3	3+
   -0,28	30
   -0,48	30%
     0,7	30,000
   -0,12	30+
   -0,22	300
   -0,56	3000
   -0,48	30mins
    0,22	30s
    0,39	30's
       0	30th
   -0,12	31
   -0,48	31st
   -0,09	32
    0,08	33
   -0,22	34
   -0,18	34th
    0,08	35
     0,3	350
    0,12	35mm
       0	35th
     0,3	36
   -0,45	360
    0,06	37
       0	38
    -0,3	38th
    0,16	39
    0,01	3d
    0,48	3po
    -0,2	3rd
    -0,3	3rds
       0	3's
       0	3yrs
   -0,34	4
       0	4%
    -0,3	4,000
    -0,3	4,5
       0	4+
   -0,03	40
    -0,4	40%
       0	40+
   -0,12	400
    0,15	40s
    0,41	40's
       0	40th
    0,37	41
     0,1	42
    0,65	42nd
   -0,05	43
   -0,05	44
   -0,34	45
       0	45mins
    0,95	46
   -0,11	47
    0,12	48
    0,34	49
   -0,18	4am
   -0,48	4's
    0,12	4th
   -0,07	5
   -0,54	5%
   -0,12	5,000
   -0,22	50
   -0,39	50%
    0,22	50,000
     0,6	50+
   -0,09	500
     0,3	5000
    0,04	50s
    0,19	50's
    0,48	50th
   -0,05	51
     0,3	51%
    0,81	52
    0,24	53
   -0,08	54
       0	55
    0,73	56
    0,08	57
    -0,3	571
    0,37	58
       0	59
    0,16	5th
   -0,07	6
       0	6,000
   -0,09	60
       0	60%
   -0,15	600
    0,02	60s
    0,05	60's
    0,24	61
   -0,12	62
    0,15	63
    0,14	64
    0,18	65
    0,15	66
   -0,93	666
    0,22	67
       0	67th
       0	68
    0,22	69
       0	6's
     0,1	6th
    0,44	7
     0,7	7%
   -0,03	70
   -0,85	70%
   -0,34	700
   -0,48	70ies
     0,3	70mm
    0,05	70s
    0,06	70's
    -0,3	70th
   -0,08	71
    0,08	72
    0,68	73
   -0,35	74
   -0,16	75
   -0,95	75%
    0,24	76
   -0,78	77
   -0,26	78
    0,15	79
       0	7ft
    0,73	7th
    0,43	8
       0	8,000
    -0,3	80
   -0,46	80%
    -0,3	80+
    0,18	800
       0	80ies
   -0,02	80s
   -0,02	80's
       0	8½
   -0,12	81
   -0,19	82
   -0,21	83
   -0,25	84
   -0,05	85
    -0,3	85%
   -0,44	86
   -0,44	87
   -0,12	88
   -0,33	89
       0	8mm
       0	8's
   -0,12	8th
    0,37	9
       0	9%
   -0,52	90
   -0,22	90%
    0,48	900
   -0,27	90210
    0,19	90s
    0,09	90's
    -0,1	91
   -0,23	911
   -0,15	92
    -0,2	93
       0	93%
       0	94
   -0,18	95
    -0,3	95%
    0,09	96
   -0,33	97
   -0,05	98
    0,18	98%
   -0,35	99
   -0,32	99%
    0,18	9pm
    0,11	9th
    0,02	a
    0,73	à
   -0,54	a$$
    1,32	a+
   -0,18	aa
    -0,3	aaa
   -0,48	aaargh
   -1,34	aag
    1,11	aames
    -0,6	aamir
     0,3	aankhen
    -0,7	aapke
    0,18	aardman
       0	aardman's
   -0,41	aaron
   -0,18	aaron's
       0	aarp
    0,44	ab
     0,3	aback
       0	abandon
   -0,05	abandoned
    0,27	abandoning
    0,22	abandonment
    0,18	abandons
     0,3	abbas
     1,3	abbey
       0	abbie
     1,1	abbot
    0,19	abbott
     0,3	abbreviated
    0,98	abby
    0,78	abby's
    0,36	abc
     0,3	abc's
   -0,18	abduct
   -0,37	abducted
    -0,3	abducting
    0,12	abduction
       0	abductor
       0	abducts
    -0,3	abdul
    0,27	abe
    -0,1	abel
       0	aberrant
    -0,3	aberration
    0,44	abetted
   -0,54	abhishek
       0	abhor
   -0,64	abhorrent
    -0,3	abide
   -0,07	abiding
     0,4	abigail
   -0,02	abilities
   -0,04	ability
   -0,95	abject
    -0,3	ablaze
    0,13	able
    0,64	ably
   -0,24	abnormal
   -0,48	abnormally
    0,07	aboard
    0,18	abode
   -0,54	abominable
    -0,3	abominably
   -0,87	abomination
     0,4	aboriginal
    0,18	aboriginals
    1,08	aborigine
    1,28	aborigines
   -0,48	abort
    0,04	aborted
   -0,65	abortion
    -0,6	abortions
    -0,3	abortive
    -0,3	aborts
   -0,19	abound
   -0,37	abounds
   -0,04	about
    0,07	above
    0,29	abraham
   -0,12	abrahams
       0	abraham's
    0,48	abrams
   -0,35	abrasive
       0	abre
       0	abreast
    0,08	abridged
   -0,05	abroad
    0,08	abrupt
   -0,22	abruptly
     0,3	abruptness
    -0,6	abs
    0,03	absence
   -0,17	absent
    0,18	absentee
   -0,11	absolute
   -0,12	absolutely
    0,12	absolution
     0,6	absolutly
    -0,3	absolved
    0,18	absorb
     0,1	absorbed
    0,67	absorbing
     0,7	absorbs
     0,3	absorption
       0	abstain
     0,3	abstinence
    0,14	abstract
     0,3	abstractions
   -0,44	absurd
     0,3	absurdist
   -0,18	absurdities
   -0,02	absurdity
   -0,15	absurdly
   -0,18	absurdness
    1,27	abu
   -0,04	abundance
   -0,33	abundant
    0,12	abundantly
   -0,05	abuse
       0	abuse,and
    0,01	abused
    0,18	abuser
     0,6	abuses
    0,09	abusing
    0,11	abusive
   -0,48	abut
   -0,85	abysmal
   -1,04	abysmally
    0,14	abyss
       0	ac
       0	academia
    -0,4	academic
       0	academics
    0,27	academy
     0,3	academy's
    0,48	acapulco
       0	accede
       0	accelerate
    0,78	accelerated
    -0,3	accelerating
    -0,3	accelerator
   -0,23	accent
   -0,22	accented
   -0,32	accents
    0,22	accentuate
     0,3	accentuated
    0,85	accentuates
   -0,48	accentuating
    0,16	accept
   -0,19	acceptable
    0,38	acceptance
       0	acceptation
    0,05	accepted
     0,2	accepting
    0,29	accepts
   -0,02	access
    0,22	accessibility
    0,56	accessible
     0,3	accessories
   -0,01	accident
    0,23	accidental
    -0,1	accidentally
     0,3	accidently
   -0,05	accidents
    0,02	acclaim
    0,15	acclaimed
       0	acclaims
     0,7	accolade
    0,45	accolades
    0,24	accommodate
    -0,3	accommodating
     0,3	accommodation
    -0,3	accommodations
    0,12	accompanied
    0,08	accompanies
     0,3	accompaniment
    0,37	accompany
     0,1	accompanying
   -0,04	accomplice
   -0,18	accomplices
    0,15	accomplish
    0,29	accomplished
    1,18	accomplishes
       0	accomplishing
    0,09	accomplishment
    0,18	accomplishments
       0	accord
    0,18	accordance
    0,48	accorded
   -0,03	according
   -0,41	accordingly
    0,48	accosted
     0,3	accosts
    0,01	account
    -0,3	accountability
    0,12	accountant
    -0,3	accountants
    0,18	accounted
     0,3	accounting
   -0,02	accounts
    0,18	accrued
     0,4	accumulated
       0	accumulating
   -0,48	accumulation
    0,15	accuracy
    0,23	accurate
    0,15	accurately
    0,22	accusation
   -0,06	accusations
       0	accusatory
   -0,11	accuse
    0,15	accused
    -0,3	accuser
   -0,26	accuses
       0	accusing
    0,85	accustomed
    0,18	ace
    0,43	acerbic
   -0,48	aces
    0,18	ache
    0,08	achieve
    0,35	achieved
    0,47	achievement
    0,44	achievements
    0,38	achieves
    0,28	achieving
    0,41	achilles
    0,18	aching
     0,4	achingly
   -0,26	acid
    0,85	acidic
   -0,02	acknowledge
    0,36	acknowledged
     0,3	acknowledgement
    0,18	acknowledges
    -0,6	acknowledging
    -0,3	acknowledgment
    0,12	ackroyd
       0	aclu
     0,4	acme
   -0,48	acne
     0,3	acolyte
       0	acosta
    0,12	acoustic
    0,39	acquaintance
    0,04	acquaintances
     0,2	acquainted
    0,48	acquart
    -0,3	acquire
    0,23	acquired
    -0,3	acquires
   -0,12	acquiring
   -0,08	acquit
   -0,48	acquits
    -0,3	acquittal
     0,3	acquitted
     0,2	acre
   -0,18	acres
    0,18	acrobat
   -0,18	acrobatic
    0,26	acrobatics
       0	acronym
    0,01	across
   -0,14	act
    0,01	acted
       0	acteurs
   -0,22	acting
    -0,3	acting,and
       0	acting's
    0,06	action
   -0,09	actioner
     0,3	actioners
       0	actionpacked
    0,15	actions
    -0,6	activated
   -0,48	activates
       0	activating
    0,25	active
   -0,18	actively
    0,85	activism
     0,3	activist
    0,44	activists
    0,16	activities
   -0,12	activity
    0,02	actor
   -0,08	actors
   -0,25	actor's
       0	actors,the
    0,03	actress
       0	actress,but
    0,09	actresses
    -0,3	actress's
   -0,06	acts
   -0,09	actual
       0	actualities
    0,06	actuality
   -0,14	actually
    0,48	actualy
       0	acuity
     0,1	acute
     0,3	acutely
   -0,23	ad
   -0,41	ada
       0	adair
    0,18	adam
    0,35	adama
   -0,48	adamant
    0,18	adamantly
    0,01	adams
    0,04	adam's
   -0,48	adamson
     0,1	adapt
    -0,3	adaptable
    0,07	adaptation
    0,13	adaptations
    0,28	adapted
    -0,3	adapter
       0	adapter's
       0	adapting
   -0,22	adaption
     0,3	adaptions
   -0,48	ada's
   -0,08	add
    -0,3	addams
    0,02	added
     0,4	addendum
    0,48	adder
    0,03	addict
    0,19	addicted
    0,14	addiction
    0,81	addictions
    0,62	addictive
    0,05	addicts
    0,04	adding
   -0,54	addison
    0,14	addition
    0,17	additional
    -0,2	additionally
    0,07	additions
   -0,48	addled
    0,07	address
   -0,04	addressed
    0,14	addresses
    0,11	addressing
    0,36	adds
   -0,95	addy
    1,06	adelaide
    1,35	adele
    0,46	adept
    0,48	adeptly
    -0,1	adequate
   -0,12	adequately
    -0,3	adhd
       0	adhere
   -0,22	adherence
    -0,3	adherents
     0,6	adheres
     0,3	adhering
       0	adhesive
     0,7	adieu
    0,41	aditya
    -0,3	adjacent
   -0,07	adjective
   -0,18	adjectives
   -0,48	adjoining
    0,65	adjust
    0,65	adjusted
    0,22	adjusting
    0,54	adjustment
    0,18	adjustments
     0,3	adjusts
       0	adler
       0	administer
       0	administration
       0	administrative
       0	administrator
       0	administrators
    0,13	admirable
    0,57	admirably
       0	admiral
    0,35	admiration
    0,11	admire
    0,24	admired
    0,21	admirer
   -0,07	admirers
    0,44	admires
   -0,05	admiring
    0,24	admission
   -0,03	admit
    0,27	admits
    -0,6	admittance
    0,17	admitted
   -0,16	admittedly
   -0,05	admitting
       0	admittingly
     0,3	admonishing
       0	ado
     0,3	adobe
    0,41	adolescence
   -0,05	adolescent
    -0,1	adolescents
   -0,48	adolescent's
    0,27	adolf
    0,43	adolph
    0,08	adopt
    0,03	adopted
    0,54	adopting
    0,18	adoption
    0,85	adoptive
     0,4	adopts
    0,48	adorable
    0,15	adoration
    0,18	adore
    0,62	adored
    0,48	adores
     0,3	adoring
    0,48	adoringly
    0,12	adorned
       0	adorns
    0,24	adrenalin
       0	adrenaline
    0,24	adrian
     0,6	adriana
    0,24	adrien
       0	adrienne
   -0,54	adrift
     0,6	adroit
    -0,6	ads
    0,18	adulation
    0,23	adult
       0	adulterer
    0,78	adulteress
    0,09	adulterous
   -0,02	adultery
    0,58	adulthood
    0,13	adults
   -0,15	advance
    0,32	advanced
    0,04	advancement
    0,18	advancements
    0,18	advances
    0,88	advancing
    0,19	advantage
    0,15	advantages
    1,08	advent
     0,6	adventists
    0,37	adventure
     0,3	adventurer
    0,48	adventurers
    0,25	adventures
       0	adventuresome
    0,36	adventurous
    0,26	adversaries
     0,3	adversary
    0,24	adverse
       0	adversely
    0,72	adversity
    0,26	advert
    0,54	advertise
   -0,29	advertised
   -0,15	advertisement
   -0,18	advertisements
   -0,48	advertisers
     0,1	advertises
   -0,31	advertising
   -0,43	adverts
    -0,3	advice
   -0,35	advise
    0,08	advised
       0	advisedly
    0,51	adviser
    0,12	advises
    0,48	advising
    -0,3	advisor
   -0,18	advisors
       0	advocacy
     0,3	advocate
    0,48	advocates
   -0,48	advocating
       0	aeon
    0,37	aerial
   -0,48	aerodynamics
       0	aeroplane
    -0,3	aerosol
    -1,3	æsthetic
   -0,11	aesthetically
    0,44	aesthetics
   -0,22	afar
       0	afer
     0,2	affable
    0,08	affair
    0,21	affairs
    0,48	affect
    0,48	affectations
    0,32	affected
    0,65	affecting
     0,8	affection
    0,75	affectionate
   -0,08	affectionately
    0,34	affections
    0,32	affects
    0,18	affiliate
   -0,22	affiliated
   -0,18	affiliation
    0,09	affinity
    -0,7	affirm
   -0,12	affirmative
    0,48	affirmed
    0,26	affirming
    0,78	affirms
    -0,5	affleck
   -0,85	affleck's
    0,05	afflicted
    -0,4	affliction
       0	affluence
    0,72	affluent
   -0,05	afford
    0,54	affordable
     0,4	afforded
    0,15	affords
       0	afganistan
    0,12	afghan
   -0,48	afghanistan
     0,3	afghans
    0,88	afi
    0,18	aficionado
    0,43	aficionados
   -0,12	afi's
       0	afleck
   -0,27	afloat
   -0,85	afoot
       0	afore
   -0,18	aforementioned
       0	aforesaid
       0	aformentioned
   -0,52	afoul
   -0,06	afraid
    0,18	africa
     0,2	african
    0,12	africans
       0	afrikaans
    0,25	afro
       0	after
    -0,1	afterall
       0	aftereffects
    -0,2	afterlife
    0,52	aftermath
    0,11	afternoon
     0,6	afternoons
   -0,48	aftertaste
   -0,39	afterthought
    0,18	afterward
   -0,04	afterwards
   -0,52	afterwords
     0,7	ag
    0,07	again
    0,09	against
    0,78	agamemnon
       0	agape
     0,4	agatha
       0	agatha's
    0,21	age
    0,03	aged
       0	ageing
    -0,7	ageless
       0	agencies
    0,09	agency
    -0,2	agenda
    0,37	agendas
    0,04	agent
   -0,13	agents
     0,3	agent's
     0,7	ager
    0,43	ages
       0	aggrandizing
    0,22	aggravated
    -0,3	aggravates
   -0,52	aggravating
    0,48	aggravation
   -0,03	aggression
    0,08	aggressive
   -0,12	aggressively
    -0,3	aggressiveness
       0	aggressor
       0	aggressors
   -0,15	aghast
    0,12	agile
       0	agin
    0,23	aging
       0	agitated
       0	agitation
   -0,48	agitprop
    0,09	agnes
       0	agnieszka
   -0,54	agnostic
    0,16	ago
    0,48	agonising
       0	agonize
    -0,6	agonized
       0	agonizes
    -0,7	agonizing
   -0,18	agonizingly
    -0,2	agony
       0	agree
     0,7	agreeable
     0,6	agreeably
   -0,33	agreed
   -0,82	agreeing
    0,24	agreement
    0,48	agreements
    0,18	agrees
    -0,6	agricultural
    -0,3	agriculture
    -0,3	aguirre
   -0,26	ah
   -0,48	aha
    -0,6	ahab
    0,06	ahead
   -0,63	ahem
    0,14	ahh
   -0,18	ahhh
    -0,3	ahhhh
       0	ahhhhhh
     0,3	ahmed
    -0,6	ahoy
   -0,07	ai
    0,07	aid
    0,18	aida
     0,7	aidan
   -0,26	aide
    0,22	aided
    0,15	aiden
       0	aides
   -0,22	aiding
    0,34	aids
    1,49	aiello
     0,6	aiken
    0,43	aileen
    0,43	ailing
     0,3	ailments
   -0,22	aim
     0,3	aimants
   -0,19	aimed
   -0,15	aimee
     0,9	aimée
   -0,51	aiming
    -0,4	aimless
   -0,66	aimlessly
    0,03	aims
       0	ain´t
   -0,78	aint
   -0,19	ain't
   -0,01	air
    -0,7	airborne
   -0,45	aircraft
     0,3	aired
    0,18	aires
   -0,35	airhead
    0,09	airing
    -0,3	airless
   -0,78	airlift
   -0,48	airlifted
   -0,43	airline
   -0,22	airliner
    -0,3	airlines
    -0,3	airmen
   -0,07	airplane
   -0,12	airplanes
       0	airplay
   -0,28	airport
     0,3	airports
   -0,07	airs
     0,3	airship
       0	airtight
    0,08	airwaves
       0	airways
    0,85	airwolf
     0,3	aish
    0,22	aishwarya
    0,34	aisle
    0,12	aisles
    0,22	aj
   -0,37	aja
   -1,66	ajay
   -0,04	aka
   -0,16	akin
   -0,48	akins
    0,72	akira
   -0,22	akki
   -0,24	akshay
       0	akshaye
   -0,18	akshay's
       0	akward
    0,07	al
   -0,06	ala
    0,43	alabama
    0,48	aladdin
    -0,3	alahani
     0,7	alain
    0,35	alamo
    0,24	alan
   -0,15	alan's
   -0,23	alarm
    0,12	alarmed
   -0,19	alarming
    0,18	alarmingly
   -0,78	alarms
   -0,33	alas
    0,64	alaska
    0,18	alaskan
    0,74	alastair
   -0,25	alba
    0,18	albanian
    -0,3	albans
    0,28	albeit
    0,33	albert
   -0,18	alberta
   -0,05	alberto
       1	albert's
    -0,3	albertson
    0,32	album
    0,73	albums
    1,04	albuquerque
    -0,7	alcatraz
       0	alchemy
   -0,07	alcohol
   -0,01	alcoholic
   -0,18	alcoholics
    0,36	alcoholism
    -0,4	alda
    -0,4	alden
    0,18	aldo
       0	aldrich
    0,18	aldrin
       0	ale
    0,07	alec
     0,7	aleck
   -0,48	alecky
       0	aleister
     0,4	alejandro
       0	aleksandr
   -0,11	alert
    -0,3	alerted
       0	alerting
       0	alessandro
    -0,1	alex
   -0,48	alexa
    0,54	alexander
     0,3	alexander's
    0,11	alexandra
    0,56	alexandre
     0,6	alexandre's
       0	alexandria
     0,6	alexis
   -0,18	alex's
    -0,6	alfie
    0,74	alfonso
    0,41	alfre
    0,27	alfred
   -0,54	alfredo
       0	algeria
    -0,3	algerian
   -0,54	ali
   -0,36	alias
    -0,3	aliases
    0,48	alibi
       0	alice
   -0,11	alice's
    0,15	alicia
   -0,18	alida
   -0,33	alien
    0,76	alienate
    0,41	alienated
    -0,7	alienates
   -0,41	alienating
    0,25	alienation
   -0,43	aliens
   -0,12	alien's
     0,4	alight
    0,18	align
    0,54	aligned
   -0,18	alignment
       0	aligns
    0,11	alike
     0,6	alimony
     0,1	aline
       0	alisande
    0,46	alison
    0,22	alistair
   -0,01	alive
       0	alka
       0	alkie
       0	all
       0	all,a
     0,3	all,i
    0,18	all,the
     0,6	alla
       0	alladin
    0,52	allah
    0,11	allan
    0,78	allegations
   -0,51	alleged
   -0,41	allegedly
     0,1	allegiance
    0,57	allegorical
       0	allegories
    0,05	allegory
    0,13	allen
    0,12	allende
    -0,3	allende's
    0,27	allen's
   -0,78	allergic
       0	allergy
       0	alleviate
   -0,27	alley
    -0,2	alleys
   -0,48	alleyway
       0	alleyways
    0,24	alliance
     0,3	alliances
   -0,05	allied
   -0,11	allies
   -0,78	alligator
     0,4	alligators
    0,43	allison
       0	allocated
     0,7	allot
    -0,3	allotted
   -0,06	allow
    0,48	allowance
     0,1	allowances
   -0,03	allowed
    0,14	allowing
    0,41	allows
    0,18	alloy
       0	allport
   -0,48	alls
     0,3	all's
       0	allthough
       0	alltime
    0,37	allude
    0,18	alluded
    -0,4	alludes
     0,3	alluding
    0,18	allure
    0,19	alluring
    0,15	allusion
   -0,09	allusions
   -0,24	ally
    -0,7	allyson
    0,12	alma
    -0,6	almeida
       0	almghandi
       0	almightly
    0,36	almighty
    -0,1	almodovar
       0	almost
    0,74	alok
   -0,03	alone
       0	aloneness
     0,1	along
     0,1	alongside
    -0,3	alongwith
    0,43	alonso
    0,24	aloof
       0	aloofness
    0,17	alot
   -0,34	aloud
   -0,15	alpha
    -0,3	alphabet
       0	alphaville
       0	alpo
    -0,3	alps
   -0,09	already
   -0,52	alright
    0,12	al's
    0,19	also
    0,48	also,the
     0,3	altagracia
     0,7	altaira
   -0,23	altar
   -0,11	alter
    0,48	alteration
     0,4	alterations
       0	altercation
   -0,21	altered
    0,32	altering
   -0,06	alternate
     0,3	alternated
    0,08	alternately
   -0,48	alternates
    0,51	alternating
    0,13	alternative
    -0,3	alternatively
    0,18	alternatives
    0,24	alters
       0	altho
       0	althou
    0,16	although
    0,48	altitude
    0,09	altman
    0,09	altman's
   -0,05	altogether
    0,48	alton
     0,3	altruistic
    -0,9	aluminum
    -0,2	alumni
    0,22	alvarado
     0,3	alvarez
    1,29	alvin
    0,26	always
    -0,6	alyn
   -0,48	alyson
     0,3	alzheimer's
   -0,08	am
       0	amadeus
     0,3	amalgam
     0,7	amalgamation
    0,05	amanda
    0,18	amanda's
   -0,59	amateur
   -0,83	amateurish
   -1,04	amateurishly
   -0,72	amateurs
     0,6	amati
    0,43	amaze
    0,06	amazed
    0,48	amazement
   -0,43	amazes
     0,6	amazing
    0,04	amazingly
    0,37	amazon
    -0,3	amazonian
   -0,12	ambassador
       0	ambassadors
    -0,3	ambassador's
       0	amber
       0	amber's
     0,4	ambersons
    0,02	ambiance
    0,05	ambient
    0,85	ambiguities
    0,31	ambiguity
    0,31	ambiguous
    -0,3	ambiguously
    0,08	ambition
    0,19	ambitions
    0,15	ambitious
       0	ambitiousness
   -0,12	ambivalence
    -0,1	ambivalent
       0	amble
    -0,3	ambling
     0,3	ambrose
    -0,3	ambulance
       0	ambulances
   -0,07	ambush
       0	ambushed
       0	ambushes
       0	ambushing
       0	amc
     0,4	ameche
    0,23	amelie
   -0,48	amen
